,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,beta,bookValuePerShare,currentRatio,divGrowthRate3Year,dividendAmount,dividendDate,dividendPayAmount,dividendPayDate,dividendYield,epsChange,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,high52,interestCoverage,low52,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,symbol,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg
KIM,Kimco Realty,reports,Real Estate,Retail REITs,"New Hyde Park, New York",2006-04-04,0000879101,1958,1.52495,1.21555,0.0,0.0,0.68,2021-06-08 00:00:00.000,0.17,2021-06-23 00:00:00.000,3.34,0.0,213.7167,56.58473,2.36304,68.65445,67.00817,21.86,0.0,10.035,94.31725,8829.563,420.9664,42.46638,93.38783,33.46097,28.71055,1.55905,7.06356,8.62025,0.040335,8.40545,0.0,8.52863,19.45435,8.71155,4.77544,0.0,0.0,433459202.0,0.0,0.0,KIM,48.1744,94.31725,4840463.0,4840460.0,110684160.0
KMI,Kinder Morgan,reports,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2012-05-25,0001506307,1997,1.10982,0.0,0.80858,0.0,1.08,2021-04-29 00:00:00.000,0.27,2021-05-17 00:00:00.000,5.77,0.0,38.07885,553.7368,0.80239,51.58319,54.5527,18.97,6.05145,11.45,96.50169,42392.98,1981.466,27.346,13.73415,36.19267,24.65049,1.31702,10.50371,23.3303,0.612684,3.07084,0.72434,2.61991,5.56568,2.86751,67.28732,7.13177,0.0,2264582583.0,0.0,0.0,KMI,49.9444,103.2529,15262516.0,15262520.0,339726740.0
KLAC,KLA Corporation,reports,Information Technology,Semiconductor Equipment,"Milpitas, California",0000319201,1975/1977 (1997),,1.22762,45.0546,2.66334,0.0,3.6,2021-05-14 00:00:00.000,0.9,2021-06-01 00:00:00.000,1.16,0.0,85.82355,632.7477,11.91705,60.669,59.94922,359.69,17.19071,168.24,109.8637,47538.81,152.8754,31.44354,28.74092,37.26339,34.43216,15.26965,21.78446,26.0249,0.303237,7.3671,1.94858,19.74545,68.47909,24.58607,9.26196,15.12132,0.0,153281783.0,0.0,0.0,KLAC,52.51133,110.5058,1324776.0,1324780.0,30264470.0
KHC,Kraft Heinz Co,reports,Consumer Staples,Packaged Foods & Meats,"Chicago, Illinois; Pittsburgh, Pennsylvania",2015-07-06,0001637459,2015 (1869),1.11744,0.0,1.73527,0.0,1.6,2021-05-27 00:00:00.000,0.4,2021-06-25 00:00:00.000,3.63,0.0,0.0,47.97617,0.35602,34.37598,35.93975,44.425,3.47861,28.562,53.83789,53977.49,661.3296,8.88333,1.76747,16.73444,9.12497,1.07324,38.14664,123.9537,0.0,2.0429,1.38177,0.4607,0.90822,0.49953,0.0,4.95333,0.0,1223147340.0,0.0,0.0,KHC,35.04257,54.10038,4308069.0,4308070.0,136819000.0
KR,Kroger Co.,reports,Consumer Staples,Food Retail,"Cincinnati, Ohio",1957-03-04,0000056873,1883,0.35566,12.36509,0.81368,0.0,0.72,2021-05-13 00:00:00.000,0.18,2021-06-01 00:00:00.000,1.97,0.0,59.54331,0.0,3.25103,22.92351,23.32186,42.99,0.0,30.35,130.5556,27702.32,751.7095,0.0,1.95324,0.0,2.09814,2.89633,5.19256,11.25489,0.18902,0.20908,0.35403,5.51119,28.12191,8.04176,3.4115,8.35092,0.0,757100868.0,0.0,0.0,KR,58.41136,140.0689,8234333.0,8234330.0,195461670.0
LB,L Brands Inc.,reports,Consumer Discretionary,Apparel Retail,"Columbus, Ohio",1983-09-30,0000701985,1963,1.78033,0.0,0.0,0.0,0.0, ,0.3,2020-03-06 00:00:00.000,0.0,0.0,293.8248,190.6939,4.93129,46.75859,44.71076,71.99,5.95856,13.01,0.0,18069.79,225.7665,9.14827,10.73432,18.91921,18.28931,0.0,11.85682,13.13855,0.044716,1.3673,0.0,0.0,0.0,0.0,0.0,10.68425,0.0,278897853.0,0.0,0.0,LB,0.0,0.0,4875839.0,4875840.0,80455980.0
LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,"Melbourne, Florida",2008-09-22,0000202058,2019 (1895),0.87152,0.0,1.78161,0.0,4.08,2021-05-28 00:00:00.000,1.02,2021-06-15 00:00:00.000,1.89,0.0,0.0,126.2819,6.44555,29.64747,29.41274,221.4883,8.80303,158.09,34.69338,44284.7,203.8687,10.22553,7.49931,10.4226,8.06176,2.17307,18.29191,33.5177,0.0,2.44195,1.56795,3.64148,6.49237,4.17838,0.0,15.11362,0.0,204983822.0,0.0,0.0,LHX,25.68754,34.76212,922319.0,922320.0,23278110.0
LH,Laboratory Corp. of America Holding,reports,Health Care,Health Care Services,"Burlington, North Carolina",2004-11-01,0000920148,1978,1.04483,14.4823,1.67367,0.0,0.0, ,0.0, ,0.0,0.0,727.8874,339.4212,26.89922,38.42365,38.02379,280.69,25.55399,155.6481,49.92865,26282.28,97.12632,18.50535,17.26277,25.42112,24.50608,2.62527,7.94507,10.00066,0.013739,1.71598,1.54677,14.02076,31.01704,16.60314,0.0,32.17978,0.0,97700000.0,0.0,0.0,LH,35.43401,54.99476,694306.0,694310.0,14022750.0
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,"Fremont, California",2012-06-29,0000707549,1980,1.28529,2.029,3.13434,0.0,5.2,2021-06-15 00:00:00.000,1.3,2021-07-07 00:00:00.000,0.85,0.0,70.34287,90.93529,23.68248,46.26536,46.48922,669.0,25.1718,257.63,92.98561,87582.54,142.2993,27.83829,26.07185,31.06589,29.5477,16.30328,23.2913,25.93056,0.368631,6.59863,2.42786,24.52189,69.8435,30.75218,11.32495,38.05709,0.0,142619346.0,0.0,0.0,LRCX,52.00435,108.3522,1850430.0,1850430.0,35428590.0
LW,Lamb Weston Holdings Inc,reports,Consumer Staples,Packaged Foods & Meats,"Eagle, Idaho",2018-12-03,0001679273,2016 (1950),0.77519,0.0,2.98102,0.0,0.94,2021-05-06 00:00:00.000,0.235,2021-06-04 00:00:00.000,1.17,0.0,0.0,0.0,1.70392,21.95803,21.22611,86.41,3.43345,55.03,600.4649,11737.7,144.8907,6.13976,6.11344,11.23019,11.58875,25.98562,28.94625,47.09141,0.0,3.34379,2.01271,5.6293,69.43637,6.66408,0.0,0.0,0.0,146282439.0,0.0,0.0,LW,85.86671,607.5493,736499.0,736500.0,21861800.0
LVS,Las Vegas Sands,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",2019-10-03,0001300514,1988,1.46837,0.0,2.28398,0.0,0.0, ,0.79,2020-03-26 00:00:00.000,0.0,0.0,0.0,0.0,0.0,39.13043,23.1659,66.765,0.0,42.58,537.7479,44096.04,411.1262,0.0,0.0,0.0,0.0,16.4976,0.0,0.0,0.0,14.57239,2.27465,0.0,0.0,0.0,4.363,0.0,0.0,763964648.0,0.0,0.0,LVS,81.97242,540.4415,6362679.0,6362680.0,119225810.0
LEG,Leggett & Platt,reports,Consumer Discretionary,Home Furnishings,"Carthage, Missouri",0000058492,1883,,1.49549,5.53578,1.79691,0.0,1.68,2021-06-14 00:00:00.000,0.42,2021-07-15 00:00:00.000,3.1,0.0,0.0,90.48424,2.12475,21.50491,20.9595,59.16,6.94022,28.97,134.1554,7209.221,131.7963,7.60275,6.60115,11.09566,10.20385,4.95241,15.09785,25.46653,0.0,1.64384,0.99156,5.85227,21.48558,7.19934,0.0,0.0,0.0,133232696.0,0.0,0.0,LEG,57.91208,137.6451,763922.0,763920.0,20201190.0
LDOS,Leidos Holdings,reports,Industrials,Diversified Support Services,"Reston, Virginia",2019-08-09,0001336920,1969,0.89728,12.89041,1.11541,0.0,1.36,2021-06-14 00:00:00.000,0.34,2021-06-30 00:00:00.000,1.32,0.0,20.74835,78.26098,4.98611,14.08748,14.21834,113.75,7.7,79.15,118.5609,14529.51,140.2754,6.18401,5.65118,9.2911,8.7558,3.68328,14.28663,20.60524,0.993103,1.14199,1.02363,6.08651,19.70362,8.78705,1.93727,11.54655,0.0,141420159.0,0.0,0.0,LDOS,54.49348,121.1798,596178.0,596180.0,20867180.0
LEN,Lennar Corp.,reports,Consumer Discretionary,Homebuilding,"Miami, Florida",2005-10-04,0000920760,1954,1.50321,16.62307,0.0,0.0,1.0,2021-04-20 00:00:00.000,0.25,2021-05-05 00:00:00.000,1.06,0.0,55.35195,151.04,9.8138,19.62425,18.27079,110.61,0.0,57.09,31.62622,28926.46,285.5731,19.0952,13.27059,24.91826,17.27767,1.56871,9.0687,9.63847,0.174131,1.241,0.0,10.35815,17.35316,11.25983,0.0,1.80011,0.0,275760461.0,0.0,0.0,LEN,26.73929,36.73293,2715902.0,2715900.0,54488300.0
LLY,Lilly (Eli) & Co.,reports,Health Care,Pharmaceuticals,"Indianapolis, Indiana",1970-12-31,0000059478,1876,0.23409,0.0,1.41747,0.0,3.4,2021-05-13 00:00:00.000,0.85,2021-06-10 00:00:00.000,1.7,0.0,10.68878,0.0,6.67657,72.39626,75.88128,218.0,0.0,129.21,234.821,191690.0,957.5612,19.91448,23.90566,16.97573,22.06148,27.78621,25.5822,29.93753,2.800837,7.5215,1.10496,13.85586,122.1248,19.2503,0.0,10.38892,0.0,959025446.0,0.0,0.0,LLY,69.53587,234.8921,2446906.0,2446910.0,71817710.0
LNC,Lincoln National,reports,Financials,Multi-line Insurance,"Radnor, Pennsylvania",1976-06-30,0000059558,1905,2.22885,16.14361,0.0,0.0,1.68,2021-04-09 00:00:00.000,0.42,2021-05-03 00:00:00.000,2.45,0.0,0.0,342.0925,3.26576,0.0,0.0,71.19,5.23077,29.42,32.12372,13069.12,179.0119,4.96251,3.61865,7.4989,5.70435,0.66975,0.0,21.02114,0.0,0.74476,0.0,0.18529,3.51139,0.0,9.62282,0.0,0.0,190373196.0,0.0,0.0,LNC,25.18043,33.65488,1324340.0,1324340.0,31407180.0
LIN,Linde plc,reports,Materials,Industrial Gases,"Guildford, Surrey, United Kingdom",1992-07-01,0001707925,1879,0.79298,42.46664,0.7408,0.0,4.24,2021-06-02 00:00:00.000,1.06,2021-06-17 00:00:00.000,1.42,0.0,28.29763,74.06547,5.49391,44.02872,43.79933,303.87,61.55,190.345,21.53214,155358.7,519.4918,13.44747,10.53087,16.7472,13.70238,3.36115,20.51753,54.34563,1.920501,5.59912,0.628,3.4506,6.3856,4.33033,0.0,0.0,0.0,520208493.0,0.0,0.0,LIN,24.84893,34.08353,1541593.0,1541590.0,37782740.0
LYV,Live Nation Entertainment,reports,Communication Services,Movies & Entertainment,"Beverly Hills, California",2019-12-23,0001335258,2010,1.36467,0.0,1.07347,0.0,0.0, ,0.0, ,0.0,0.0,0.0,0.0,0.0,53.90163,15.7167,94.63,0.0,42.2097,0.0,19519.67,144.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.83121,0.0,0.0,0.0,0.0,22.42199,0.0,0.0,218683233.0,0.0,0.0,LYV,102.496,0.0,3114038.0,3114040.0,49206130.0
LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,"Chicago, Illinois",2016-05-23,0001065696,1998,1.65723,12.82135,1.82792,0.0,0.0, ,0.0, ,0.0,0.0,30.71442,83.73177,2.49292,40.80105,39.60705,51.52,15.68915,24.0004,42.30512,15259.07,298.5057,8.21604,6.35352,11.7147,9.4517,2.6135,14.5415,20.25737,0.659539,1.29329,0.84594,5.99238,14.04347,7.29558,7.3428,0.0,0.0,302159885.0,0.0,0.0,LKQ,31.55186,46.41221,1987862.0,1987860.0,40082400.0
LMT,Lockheed Martin Corp.,reports,Industrials,Aerospace & Defense,"Bethesda, Maryland",1984-07-31,0000936468,1995,0.97709,16.32748,1.3761,0.0,10.4,2021-05-28 00:00:00.000,2.6,2021-06-25 00:00:00.000,2.69,0.0,13.37714,7.98225,24.97813,13.66712,13.3505,417.62,15.84286,319.81,184.68,107621.6,277.6925,11.29905,10.61738,13.42109,13.18688,17.05032,12.91511,15.50236,1.15887,1.63051,1.15485,13.92064,143.636,19.95047,0.0,7.98011,0.0,277933985.0,0.0,0.0,LMT,65.76016,192.6965,1160493.0,1160490.0,34413160.0
L,Loews Corp.,reports,Financials,Multi-line Insurance,"New York, New York",0000060086,1959,,0.92698,5.12778,0.0,0.0,0.25,2021-05-25 00:00:00.000,0.0625,2021-06-08 00:00:00.000,0.43,0.0,89.78303,144.271,0.0,0.0,0.0,59.39,7.176,31.18,52.09033,15195.76,221.3792,8.07607,0.35032,14.66373,4.26472,0.88186,0.0,0.0,0.0,1.15724,0.0,0.05777,0.0,0.0,0.0,0.0,0.0,263175591.0,0.0,0.0,L,33.01655,52.90677,831705.0,831700.0,19991270.0
LOW,Lowe's Cos.,reports,Consumer Discretionary,Home Improvement Retail,"Mooresville, North Carolina",1984-02-29,0000060667,1904/1946/1959,1.34292,0.0,1.17141,0.0,2.4,2021-04-20 00:00:00.000,0.6,2021-05-05 00:00:00.000,1.25,0.0,0.0,0.0,0.0,0.0,0.0,215.22,0.0,117.0011,4922.697,138035.3,716.5659,0.0,0.0,0.0,0.0,309.2495,0.0,0.0,0.0,0.0,0.36843,0.0,0.0,0.0,0.0,0.0,0.0,717178375.0,0.0,0.0,LOW,98.12149,5223.371,4928982.0,4928980.0,92947230.0
LUMN,Lumen Technologies,reports,Communication Services,Alternative Carriers,"Monroe, Louisiana",1999-03-25,0000018926,1983 (1877),1.07042,0.0,0.42288,0.0,1.0,2021-03-05 00:00:00.000,0.25,2021-03-19 00:00:00.000,6.99,0.0,0.0,49.91215,0.0,57.52635,56.92975,16.6,2.53728,8.51,244.1741,15805.97,1097.795,9.44522,0.0,19.78525,4.63608,1.39867,4.35546,0.0,0.0,0.77053,0.41004,0.0,0.0,0.0,0.0,0.0,0.0,1105312538.0,0.0,0.0,LUMN,73.5559,278.1563,8797932.0,8797930.0,238503000.0
LYB,LyondellBasell,reports,Materials,Specialty Chemicals,"Rotterdam, Netherlands",2012-09-05,0001489393,2007,1.52924,9.90595,1.74022,0.0,4.2,2021-03-05 00:00:00.000,1.05,2021-03-15 00:00:00.000,3.8,0.0,0.0,658.8568,7.03892,15.45915,14.21901,116.77,0.0,59.12,156.6477,36946.11,263.1635,11.80357,8.03654,11.97974,7.98541,4.19791,9.88922,15.69843,0.0,1.2592,1.06647,7.05502,29.1615,8.70352,14.42611,0.0,0.0,334353962.0,0.0,0.0,LYB,63.33402,175.2841,1324063.0,1324060.0,35060350.0
MTB,M&T Bank,reports,Financials,Regional Banks,"Buffalo, New York",2004-02-23,0000036270,1856,1.18565,4.47352,0.0,0.0,4.4,2021-05-28 00:00:00.000,1.1,2021-06-30 00:00:00.000,2.71,0.0,0.0,72.19879,11.35286,0.0,0.0,168.27,0.0,88.48,21.27201,20899.79,128.0498,30.07741,25.80332,0.0,0.0,1.37519,12.29377,14.30917,0.0,3.5211,0.0,1.11364,9.78725,0.0,0.0,0.0,0.0,128645421.0,0.0,0.0,MTB,0.0,21.63049,816964.0,816960.0,20776860.0
MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1991-05-01,0000101778,1887,3.21901,0.0,1.13217,0.0,0.16,2021-05-18 00:00:00.000,0.05,2021-05-18 00:00:00.000,1.39,0.0,0.0,312.2216,0.0,88.70215,82.37103,13.29,9.07692,3.73,45.9657,9142.575,786.2278,9.05696,0.0,10.92437,0.0,0.8566,10.6309,0.0,0.0,3.12353,1.0911,0.0,0.0,0.0,29.1918,0.0,0.0,788153032.0,0.0,0.0,MRO,33.62155,50.6513,18825375.0,18825370.0,522739560.0
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing,"Findlay, Ohio",2011-07-01,0001510295,2009 (1887),2.14181,6.46613,1.88753,0.0,2.32,2021-05-18 00:00:00.000,0.58,2021-06-10 00:00:00.000,3.89,0.0,75.12973,95.03973,0.0,12.85443,9.53567,61.95,4.59159,26.56,142.1545,38891.4,650.6047,0.0,0.0,0.89692,0.18236,1.7994,15.93257,0.0,0.0,0.52926,1.36487,0.0,0.0,0.0,33.46205,0.0,0.0,652654584.0,0.0,0.0,MPC,52.42176,150.4261,10736607.0,10736610.0,143710830.0
MKTX,MarketAxess,reports,Financials,Financial Exchanges & Data,"New York, New York",2019-07-01,0001278021,2000,0.38556,19.19598,0.0,0.0,2.64,2021-05-11 00:00:00.000,0.66,2021-05-26 00:00:00.000,0.58,0.0,33.75904,7.31465,7.99237,94.86555,94.97395,606.45,1231.833,431.19,0.0,17319.73,36.93918,41.16206,42.62344,52.93763,54.09545,17.5274,50.24201,57.05316,1.690011,24.20271,0.0,24.19365,34.15433,33.98736,14.07561,28.74429,0.0,37982694.0,0.0,0.0,MKTX,0.0,0.0,335070.0,335070.0,6273590.0
MAR,Marriott International,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",0001048286,1927,,1.8933,0.0,0.45181,0.0,0.0, ,0.48,2020-03-31 00:00:00.000,0.0,0.0,0.0,0.0,0.0,15.02591,19.31514,159.98,0.76577,80.26,4011.111,45267.01,271.9623,0.0,0.0,3.62694,0.65806,193.4259,718.524,0.0,0.0,5.51633,0.0,0.0,0.0,0.0,6.62983,0.0,0.0,325638540.0,0.0,0.0,MAR,97.75905,4362.393,2343222.0,2343220.0,53766230.0
MMC,Marsh & McLennan,reports,Financials,Insurance Brokers,"New York, New York",1987-08-31,0000062709,1905,0.90455,7.51803,1.23289,0.0,1.86,2021-04-06 00:00:00.000,0.465,2021-05-14 00:00:00.000,1.37,0.0,25.54469,29.35682,4.37522,0.0,0.0,139.22,13.1215,101.51,108.5648,69251.88,508.0247,19.63407,12.89647,26.71651,18.99638,7.3441,22.84033,31.12529,1.218464,3.92229,0.0,7.15318,26.83962,9.04217,15.10417,2.46054,0.0,508531926.0,0.0,0.0,MMC,53.98264,119.3237,1727653.0,1727650.0,36810810.0
MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",2014-07-02,0000916076,1993,0.64607,8.48566,3.73373,0.0,2.28,2021-05-28 00:00:00.000,0.57,2021-06-30 00:00:00.000,0.63,0.0,28.43186,151.7375,12.17701,17.78298,27.03197,383.71,3.66788,176.545,44.33735,22611.22,61.68723,6.66735,15.99916,10.1079,22.02146,3.81273,19.53116,29.7725,1.047153,4.75625,2.1963,7.18812,13.53914,7.74818,0.0,0.0,0.0,62368903.0,0.0,0.0,MLM,30.70781,44.33735,326472.0,326470.0,9211020.0
MAS,Masco Corp.,reports,Industrials,Building Products,"Livonia, Michigan",1981-06-30,0000062996,1929,1.35009,0.0,1.8341,0.0,0.94,2021-05-27 00:00:00.000,0.235,2021-06-14 00:00:00.000,1.55,0.0,40.13707,0.0,2.93824,35.53299,36.16207,68.54,1.80693,44.44,0.0,15397.19,252.3364,5.7868,11.02019,18.52792,18.93889,0.0,15.71142,20.64842,0.514448,2.0321,1.29176,16.03611,0.0,24.85119,5.91398,25.11559,0.0,253785852.0,0.0,0.0,MAS,92.44458,0.0,2115477.0,2115480.0,39914940.0
MA,Mastercard Inc.,reports,Information Technology,Data Processing & Outsourced Services,"Harrison, New York",2008-07-18,0001141391,1966,1.1894,3.52676,1.42963,0.0,1.76,2021-04-08 00:00:00.000,0.44,2021-05-07 00:00:00.000,0.48,0.0,0.0,9.27911,6.53068,0.0,0.0,401.5,110.25,281.2,208.9616,364309.1,871.5905,43.99519,42.37716,52.87605,52.22373,57.6354,50.98797,56.28817,0.0,23.58445,0.0,20.00367,111.6589,29.7309,0.84951,0.0,0.0,982905062.0,0.0,0.0,MA,68.2478,219.2192,3145415.0,3145420.0,81094990.0
MKC,McCormick & Co.,reports,Consumer Staples,Packaged Foods & Meats,"Hunt Valley, Maryland",0000063754,1889,,0.45523,17.52778,0.80649,0.0,1.36,2021-04-09 00:00:00.000,0.34,2021-04-26 00:00:00.000,1.5,0.0,9.16923,11.27859,2.83828,38.98076,41.01656,105.535,7.57988,82.0318,114.2113,24186.35,262.1522,10.02362,12.27771,15.95005,17.74205,5.83043,27.11475,31.92074,3.481289,4.11977,0.36362,6.22001,19.82779,7.7286,0.0,10.18976,0.0,249002627.0,0.0,0.0,MKC,57.34681,134.9416,1165759.0,1165760.0,27846050.0
MXIM,Maxim Integrated Products,reports,Information Technology,Semiconductors,"San Jose, California",2018-12-03,0000743316,1983,1.19573,0.0,5.37845,0.0,0.0, ,0.48,2020-03-13 00:00:00.000,0.0,0.0,0.0,36.61651,2.89099,66.59634,66.66641,99.56,26.60419,55.31,46.3017,26527.75,266.7837,33.09074,31.76592,37.18093,34.18777,12.34329,29.80324,34.19244,0.0,10.79222,4.92505,20.22545,41.43261,22.96957,5.8478,11.59881,0.0,268363654.0,0.0,0.0,MXIM,31.6481,46.3017,3320081.0,3320080.0,54217850.0
MCD,McDonald's Corp.,reports,Consumer Discretionary,Restaurants,"Chicago, Illinois",1970-06-30,0000063908,1940,0.63028,0.0,1.19392,0.0,5.16,2021-02-26 00:00:00.000,1.29,2021-03-15 00:00:00.000,2.23,0.0,0.0,38.81885,6.87709,52.06845,51.37374,238.18,7.41673,178.88,0.0,172545.3,745.8596,29.99649,26.30645,44.51665,40.32878,0.0,24.84526,33.62469,0.0,8.79526,1.18403,10.15195,0.0,11.08616,0.0,0.0,0.0,746174284.0,0.0,0.0,MCD,125.3987,0.0,2502427.0,2502430.0,63147800.0
MCK,McKesson Corp.,reports,Health Care,Health Care Distributors,"Irving, Texas",0000927653,1833,,0.86364,0.0,1.029,0.0,1.68,2021-05-28 00:00:00.000,0.42,2021-07-01 00:00:00.000,0.83,0.0,0.0,0.0,0.0,5.57472,5.09932,204.6597,20.63462,139.765,0.0,32061.2,158.1259,1.20557,0.0,1.70775,0.0,0.0,0.0,0.0,0.0,0.13458,0.59261,0.0,0.0,0.0,0.0,3.10624,0.0,158186277.0,0.0,0.0,MCK,83.17431,0.0,1329526.0,1329530.0,22279810.0
MDT,Medtronic plc,reports,Health Care,Health Care Equipment,"Dublin, Ireland",1986-10-31,0001613103,1949,0.80381,0.20779,2.10204,0.0,2.32,2021-03-25 00:00:00.000,0.58,2021-04-16 00:00:00.000,1.82,0.0,0.0,0.0,2.11319,66.75241,64.30566,132.3,16.53608,87.68,52.21246,171596.2,1347.019,16.45016,10.27716,16.42444,10.34162,3.37916,30.86262,60.23595,0.0,6.14467,1.74238,3.01959,5.57495,3.40637,1.67386,0.0,0.0,1348072847.0,0.0,0.0,MDT,37.32016,59.74034,3799593.0,3799590.0,98456320.0
MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,"Kenilworth, New Jersey",1957-03-04,0000310158,1891,0.4034,0.0,1.02079,0.0,2.6,2021-03-12 00:00:00.000,0.65,2021-04-07 00:00:00.000,3.28,0.0,0.0,0.0,2.76595,71.39901,67.6767,87.8,0.0,71.715,89.07775,200488.4,2530.302,26.37417,14.68199,24.95033,14.59869,7.43843,18.59128,28.62669,0.0,4.17528,0.77793,8.0223,26.44591,11.21477,0.0,0.0,0.0,2532058364.0,0.0,0.0,MRK,53.61456,115.9881,9865503.0,9865500.0,261541920.0
MET,MetLife Inc.,reports,Financials,Life & Health Insurance,"New York, New York",0001099219,1868,,1.32174,6.17527,0.0,0.0,1.92,2021-05-10 00:00:00.000,0.48,2021-06-14 00:00:00.000,2.97,0.0,0.0,0.0,1.22921,0.0,0.0,67.68,1.46491,32.72,26.81586,56648.1,740.8912,2.33261,2.12001,3.33505,3.83138,0.86292,0.0,52.64357,0.0,0.87025,0.0,0.18308,1.63868,0.0,0.0,0.0,0.0,875414957.0,0.0,0.0,MET,21.36003,27.27438,4565688.0,4565690.0,109266620.0
MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,"Columbus, Ohio",2016-09-06,0001037646,1945,1.0213,0.0,1.2832,0.0,0.0, ,0.0, ,0.0,0.0,23.08432,56.83915,27.23979,58.64021,58.58274,1339.38,20.99863,717.34,770.3469,29698.53,22.89868,18.60578,20.19152,23.05026,25.17148,146.5559,39.40323,46.85389,2.029685,9.16507,0.90147,22.12616,257.067,29.79109,0.0,8.79823,0.0,23269421.0,0.0,0.0,MTD,88.84249,796.257,105022.0,105020.0,2427090.0
MGM,MGM Resorts International,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2017-07-26,0000789570,1986,2.45337,7.73993,3.85961,0.0,0.01,2021-06-09 00:00:00.000,0.0025,2021-06-15 00:00:00.000,0.03,0.0,0.0,0.0,0.0,43.6936,35.43282,42.74,0.0,14.6499,211.8662,19474.27,418.4004,0.0,0.0,0.0,0.0,3.09623,0.0,0.0,0.0,4.27347,3.81474,0.0,0.0,0.0,10.32523,0.0,0.0,490535706.0,0.0,0.0,MGM,54.31453,213.0791,8349575.0,8349580.0,189152540.0
MCHP,Microchip Technology,reports,Information Technology,Semiconductors,"Chandler, Arizona",2007-09-07,0000827054,1989,1.67389,13.10884,0.89027,0.0,1.652,2021-05-20 00:00:00.000,0.413,2021-06-04 00:00:00.000,1.1,0.0,0.0,6.21216,1.29804,63.17224,62.12857,166.67,3.90143,86.4349,142.0472,40977.74,268.1998,7.90675,6.42468,15.15916,12.84385,7.67782,27.26941,115.4125,0.0,7.53489,0.61429,2.06106,6.39774,2.34042,8.50529,3.11327,0.0,273531409.0,0.0,0.0,MCHP,62.52352,166.834,1885817.0,1885820.0,42783250.0
MU,Micron Technology,reports,Information Technology,Semiconductors,"Boise, Idaho",1994-09-27,0000723125,1978,1.26061,24.23185,3.18038,0.0,0.0, ,0.0, ,0.0,0.0,41.27869,47.45706,2.8194,26.44323,30.70246,96.96,20.71875,42.25,15.48828,90520.66,1119.577,9.41309,13.47913,10.63182,15.19806,2.20941,9.84669,28.63021,0.693583,3.85145,2.30738,6.10505,8.23057,6.85492,8.02009,19.91938,0.0,1121415561.0,0.0,0.0,MU,14.00262,16.28262,20336340.0,20336340.0,446985680.0
MSFT,Microsoft Corp.,reports,Information Technology,Systems Software,"Redmond, Washington",1994-06-01,0000789019,1975,0.79411,9.38854,2.29405,0.0,2.24,2021-05-19 00:00:00.000,0.56,2021-06-10 00:00:00.000,0.91,0.0,22.35544,45.2356,7.34786,68.72153,68.38137,263.19,0.0,176.6,45.58046,1846516.0,7525.869,37.06181,35.01616,40.85264,40.1259,13.73266,27.21027,33.36618,1.492531,11.54296,2.26295,18.84986,44.99088,24.1742,0.0,15.33537,0.0,7531574551.0,0.0,0.0,MSFT,34.26499,52.12594,26769295.0,26769300.0,619852510.0
MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,"Memphis, Tennessee",2016-12-02,0000912595,1977,0.64869,5.28435,0.0,0.0,4.1,2021-07-14 00:00:00.000,1.025,2021-07-30 00:00:00.000,2.61,0.0,0.0,29.42666,2.28661,58.72825,58.43274,160.52,1.96493,108.06,79.99227,17980.15,113.6705,11.41916,16.23256,24.10089,24.69406,3.08593,22.8822,68.68246,0.0,10.6714,0.0,2.44762,4.42014,2.60819,0.31723,1.62576,0.0,114486784.0,0.0,0.0,MAA,43.5494,79.99227,653346.0,653350.0,14204160.0
